State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,FluB_Rpt,FluB_Ind,FluB_Exp,HepA_Rpt,HepA_Ind,HepA_Exp,HepB_Rpt,HepB_Ind,HepB_Exp,Meas_Rpt,Meas_Ind,Meas_Exp,Pert_Rpt,Pert_Ind,Pert_Exp,CRS_Rpt,CRS_Ind,CRS_Exp,Syphilis_Rpt,Syphilis_Ind,Syphilis_Exp,ID_Time_Span,Pap_Smear,CI_Min_Pap_Smear,CI_Max_Pap_Smear,Mammogram,CI_Min_Mammogram,CI_Max_Mammogram,Proctoscopy,CI_Min_Proctoscopy,CI_Max_Proctoscopy,Pneumo_Vax,CI_Min_Pneumo_Vax,CI_Max_Pneumo_Vax,Flu_Vac,CI_Min_Flu_Vac,CI_Max_Flu_Vac
1,1,Autauga,Alabama,AL,29,0,3,0,1,3,4,2,3,2,0,3,0,3,3,11,0,3,0,8,4,2,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,3,Baldwin,Alabama,AL,16,0,3,4,2,3,22,17,4,9,0,3,0,0,3,27,0,3,0,0,3,4,2001-2003,86.1,81.3,90.9,82,74.4,89.6,44.1,37.2,51.1,58.7,50.8,66.6,61.8,54.1,69.4
1,5,Barbour,Alabama,AL,51,0,3,0,2,3,7,0,3,6,0,3,0,0,3,6,0,3,0,6,4,3,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,7,Bibb,Alabama,AL,42,0,3,0,2,3,14,4,3,4,0,3,0,3,4,6,0,3,0,2,4,6,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,9,Blount,Alabama,AL,28,2,4,3,3,3,5,3,3,5,0,3,0,3,3,8,0,3,0,0,3,3,1999-2003,87.2,79.7,94.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,11,Bullock,Alabama,AL,75,0,3,0,1,3,8,1,3,3,0,3,0,0,3,7,0,3,0,4,4,5,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,13,Butler,Alabama,AL,76,0,3,0,0,3,9,5,3,6,0,3,0,0,3,2,0,3,0,7,3,21,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,15,Calhoun,Alabama,AL,6,1,3,0,2,3,10,7,3,13,0,3,0,0,3,13,0,3,0,7,4,7,2001-2003,82.7,77,88.4,76.5,67.3,85.6,46.2,37.8,54.6,57.3,47.6,67.1,56.2,46.6,65.9
1,17,Chambers,Alabama,AL,50,0,3,0,2,3,4,0,3,4,1,4,0,0,3,2,0,3,0,1,4,2,1999-2003,87.9,78.4,97.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,19,Cherokee,Alabama,AL,64,1,3,0,0,3,7,2,3,5,0,3,0,0,3,5,0,3,0,1,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,21,Chilton,Alabama,AL,32,0,3,0,5,4,4,0,3,4,0,3,0,1,3,2,0,3,0,3,4,2,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,23,Choctaw,Alabama,AL,66,0,3,0,0,3,18,1,3,5,0,3,0,0,3,2,0,3,0,3,3,8,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,25,Clarke,Alabama,AL,51,3,4,0,0,3,7,0,3,6,0,3,0,0,3,6,0,3,0,4,4,3,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,27,Clay,Alabama,AL,63,0,3,0,1,3,11,2,3,4,0,3,0,1,4,1,0,3,0,7,4,4,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,29,Cleburne,Alabama,AL,41,0,3,1,1,3,3,0,3,4,0,3,0,1,4,1,0,3,0,2,3,3,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,31,Coffee,Alabama,AL,32,0,3,0,1,3,4,0,3,4,0,3,0,5,4,2,0,3,0,2,4,2,1999-2003,82.1,72.2,91.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,33,Colbert,Alabama,AL,21,1,3,3,0,3,5,5,4,5,0,3,0,2,3,8,0,3,0,1,3,3,1999-2003,84.3,76.2,92.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,35,Conecuh,Alabama,AL,75,1,4,0,2,3,10,0,3,4,0,3,0,0,3,8,0,3,0,1,3,6,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,37,Coosa,Alabama,AL,41,1,4,1,0,3,2,0,3,4,0,3,0,0,3,1,0,3,0,15,4,2,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,39,Covington,Alabama,AL,35,2,4,2,2,3,9,0,3,6,0,3,0,1,3,4,0,3,0,7,4,6,1999-2003,84.6,75.6,93.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,41,Crenshaw,Alabama,AL,71,0,3,0,0,3,7,2,3,3,0,3,0,2,3,3,0,3,0,16,4,5,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,43,Cullman,Alabama,AL,21,3,4,4,5,3,8,3,3,8,0,3,0,2,3,12,0,3,0,0,3,4,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,45,Dale,Alabama,AL,33,1,3,0,3,3,5,3,3,5,0,3,0,0,3,7,0,3,0,0,3,5,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,47,Dallas,Alabama,AL,52,0,3,0,1,3,5,1,3,5,0,3,0,2,4,2,0,3,0,3,3,7,1999-2003,87.1,78.7,95.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,49,DeKalb,Alabama,AL,24,1,3,3,4,3,10,1,3,7,0,3,0,0,3,3,0,3,0,1,3,3,1999-2003,84.8,77.5,92,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,51,Elmore,Alabama,AL,19,1,3,3,5,3,7,0,3,7,0,3,0,3,3,14,0,3,0,8,4,0,1999-2003,90.3,85,95.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,53,Escambia,Alabama,AL,51,2,4,0,0,3,10,2,3,8,0,3,0,0,3,8,0,3,0,3,4,4,1999-2003,85.6,76.9,94.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,55,Etowah,Alabama,AL,6,3,4,0,4,3,9,12,4,12,0,3,0,0,3,12,0,3,0,26,4,6,2001-2003,77.6,71.7,83.6,77.2,69.2,85.3,38.9,31.1,46.8,61.7,52.3,71,57.6,48.1,67.1
1,57,Fayette,Alabama,AL,63,0,3,0,2,3,15,2,3,6,0,3,0,0,3,2,0,3,0,3,4,6,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,59,Franklin,Alabama,AL,49,0,3,2,0,3,5,0,3,3,0,3,0,1,3,9,0,3,0,1,4,2,1999-2003,85,75.3,94.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,61,Geneva,Alabama,AL,64,0,3,0,1,3,8,2,3,5,0,3,0,2,4,5,0,3,0,3,4,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,63,Greene,Alabama,AL,75,0,3,0,0,3,7,1,3,3,0,3,0,1,4,6,0,3,0,11,4,4,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,65,Hale,Alabama,AL,76,1,4,0,1,3,7,0,3,5,0,3,0,1,4,2,0,3,0,11,3,17,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,67,Henry,Alabama,AL,63,0,3,0,1,3,13,2,3,5,0,3,0,2,4,2,0,3,0,6,4,5,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,69,Houston,Alabama,AL,23,1,3,0,2,3,13,8,3,13,0,3,0,9,4,9,0,3,0,7,4,4,1999-2003,84.4,77.8,90.9,87.6,79.3,95.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,71,Jackson,Alabama,AL,22,3,4,0,7,4,5,0,3,3,0,3,0,2,3,3,0,3,0,1,3,5,1999-2003,82.3,74.3,90.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,73,Jefferson,Alabama,AL,3,15,3,20,25,3,99,91,4,79,0,3,0,19,3,59,0,3,0,43,3,119,2001-2003,86.9,84.6,89.2,85.4,82.1,88.7,50,46.2,53.8,63.1,59,67.1,65.9,61.8,69.9
1,75,Lamar,Alabama,AL,63,0,3,0,0,3,13,1,3,5,0,3,0,0,3,2,0,3,0,4,4,5,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,77,Lauderdale,Alabama,AL,21,0,3,4,2,3,9,4,3,9,0,3,0,4,3,13,0,3,0,3,4,4,1999-2003,79.3,71.2,87.3,-1111.1,-1111.1,-1111.1,32.9,23.3,42.6,67.3,57.3,77.4,70.1,60.6,79.7
1,79,Lawrence,Alabama,AL,32,0,3,0,1,3,3,0,3,3,0,3,0,3,4,2,0,3,0,4,4,2,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,81,Lee,Alabama,AL,22,0,3,0,10,4,12,3,3,6,10,4,0,0,3,6,0,3,0,4,4,12,1999-2003,77.5,69.3,85.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,83,Limestone,Alabama,AL,19,0,3,3,2,3,7,6,3,7,0,3,0,2,3,13,0,3,0,3,4,0,1999-2003,90.4,84.4,96.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,85,Lowndes,Alabama,AL,66,1,4,0,0,3,15,3,3,4,0,3,0,2,4,1,0,3,0,11,4,7,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,87,Macon,Alabama,AL,44,0,3,0,2,3,5,1,3,5,0,3,0,1,3,2,0,3,0,12,4,2,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,89,Madison,Alabama,AL,4,8,4,9,5,3,26,20,3,17,0,3,0,11,3,17,0,3,0,22,4,9,2001-2003,85.1,81.2,89,81.5,75,87.9,45.9,38.7,53.2,66.3,58.9,73.7,70.8,63.9,77.7
1,91,Marengo,Alabama,AL,67,4,4,0,0,3,7,2,3,7,0,3,0,0,3,2,0,3,0,7,3,27,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,93,Marion,Alabama,AL,49,2,4,2,0,3,5,1,3,3,0,3,0,0,3,9,0,3,0,0,3,2,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,95,Marshall,Alabama,AL,22,1,3,0,8,4,8,8,4,4,0,3,0,4,3,4,0,3,0,7,4,8,1999-2003,76.9,67.1,86.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,97,Mobile,Alabama,AL,5,9,3,12,3,3,48,43,4,48,0,3,0,6,3,48,0,3,0,14,3,24,2001-2003,83.4,79.8,87.1,76.8,71.5,82,36.9,31.6,42.1,64.8,58.9,70.7,64.9,59,70.7
1,99,Monroe,Alabama,AL,67,1,3,0,1,3,7,1,3,7,0,3,0,2,4,2,0,3,0,5,3,29,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,101,Montgomery,Alabama,AL,7,1,3,7,10,3,27,20,3,27,0,3,0,11,4,13,0,3,0,192,4,27,2001-2003,84.8,80.1,89.4,83.4,77.2,89.6,44.8,37.7,51.8,61.9,53.9,69.8,66.1,58.5,73.8
1,103,Morgan,Alabama,AL,14,1,3,3,16,4,7,4,3,7,0,3,0,4,3,10,0,3,0,10,4,7,2001-2003,84.9,78.7,91,81.5,72.1,90.9,36,26.4,45.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,105,Perry,Alabama,AL,75,0,3,0,0,3,8,2,3,4,0,3,0,0,3,7,0,3,0,0,3,5,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,107,Pickens,Alabama,AL,76,0,3,0,1,3,8,2,3,6,0,3,0,1,3,2,0,3,0,12,3,21,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,109,Pike,Alabama,AL,35,0,3,1,1,3,7,1,3,4,0,3,0,0,3,3,0,3,0,4,4,4,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,111,Randolph,Alabama,AL,72,0,3,0,4,4,13,3,3,7,0,3,0,1,3,2,0,3,0,4,4,7,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,113,Russell,Alabama,AL,8,1,3,2,3,3,7,1,3,10,0,3,0,0,3,5,0,3,0,5,4,7,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,115,St. Clair,Alabama,AL,22,5,4,0,0,3,7,7,4,3,0,3,0,1,3,3,0,3,0,5,4,7,1999-2003,81.2,73.5,89,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,117,Shelby,Alabama,AL,11,1,3,5,22,4,9,1,3,5,0,3,0,0,3,19,0,3,0,4,4,5,2001-2003,91.9,88.6,95.2,85.7,77.6,93.8,44,35.4,52.6,-1111.1,-1111.1,-1111.1,62.8,52.8,72.8
1,119,Sumter,Alabama,AL,66,0,3,0,2,3,17,3,3,5,0,3,0,0,3,2,0,3,0,30,4,8,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,121,Talladega,Alabama,AL,8,1,3,4,3,3,12,9,3,16,0,3,0,1,3,8,0,3,0,63,4,12,1999-2003,78.5,70.2,86.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,123,Tallapoosa,Alabama,AL,49,4,4,2,0,3,6,3,3,4,1,3,0,0,3,12,0,3,0,22,4,2,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,125,Tuscaloosa,Alabama,AL,6,1,3,0,1,3,15,6,3,20,0,3,0,0,3,20,0,3,0,7,3,10,2001-2003,83.5,78.6,88.3,84.2,77.3,91.1,46,38.3,53.8,56.5,46.9,66.1,59.4,50.2,68.6
1,127,Walker,Alabama,AL,24,0,3,4,1,3,11,1,3,7,0,3,0,1,3,4,0,3,0,1,3,4,1999-2003,75.1,66.9,83.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,129,Washington,Alabama,AL,66,1,4,0,3,3,20,2,3,5,0,3,0,0,3,2,0,3,0,9,4,9,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,131,Wilcox,Alabama,AL,75,0,3,0,0,3,9,3,3,4,0,3,0,0,3,8,0,3,0,3,3,5,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
1,133,Winston,Alabama,AL,41,0,3,2,2,3,5,5,3,7,0,3,0,2,4,2,0,3,0,0,3,5,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,13,Aleutians East,Alaska,AK,80,0,3,0,1,3,3,2,4,1,0,3,0,0,3,1,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,16,Aleutians West,Alaska,AK,78,0,3,0,4,4,3,4,4,1,0,3,0,1,4,3,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,20,Anchorage,Alaska,AK,9,11,3,8,16,3,24,12,3,16,0,3,0,16,3,24,0,3,0,0,3,8,2001-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,50,Bethel,Alaska,AK,86,15,4,2,11,3,25,0,3,5,0,3,0,0,3,5,0,3,0,1,4,2,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,60,Bristol Bay,Alaska,AK,78,0,3,0,2,4,1,0,3,0,0,3,0,0,3,1,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,68,Denali,Alaska,AK,78,0,3,0,0,3,1,0,3,0,0,3,0,1,4,1,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,70,Dillingham,Alaska,AK,83,3,4,0,0,3,5,2,4,1,0,3,0,1,4,0,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,90,Fairbanks North Star,Alaska,AK,17,6,3,4,3,3,8,8,4,4,0,3,0,0,3,21,0,3,0,0,3,0,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,100,Haines,Alaska,AK,80,0,3,0,1,3,2,0,3,1,0,3,0,0,3,1,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,110,Juneau,Alaska,AK,47,1,4,0,4,4,3,0,3,2,0,3,0,2,3,3,0,3,0,0,3,0,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,122,Kenai Peninsula,Alaska,AK,77,6,4,5,10,4,8,10,4,8,0,3,0,63,4,20,0,3,0,0,3,3,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,130,Ketchikan Gateway,Alaska,AK,37,5,4,0,32,4,6,4,4,3,0,3,0,3,4,9,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,150,Kodiak Island,Alaska,AK,78,3,4,0,10,4,8,7,4,3,0,3,0,0,3,7,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,164,Lake and Peninsula,Alaska,AK,83,2,4,0,0,3,2,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,170,Matanuska-Susitna,Alaska,AK,77,6,4,6,5,3,9,3,3,9,0,3,0,6,3,25,0,3,0,0,3,3,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,180,Nome,Alaska,AK,83,7,4,1,16,4,10,1,4,2,0,3,0,1,4,1,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,185,North Slope,Alaska,AK,80,4,4,1,45,4,7,2,4,2,0,3,0,1,3,4,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,188,Northwest Arctic,Alaska,AK,83,4,4,1,38,4,8,1,4,1,0,3,0,0,3,1,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,201,Prince of Wales-Outer Ketchikan,Alaska,AK,80,0,3,1,3,3,6,0,3,2,0,3,0,18,4,3,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,220,Sitka,Alaska,AK,78,1,4,0,8,4,5,1,4,2,0,3,0,2,4,4,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
2,232,Skagway-Hoonah-Angoon,Alaska,AK,80,0,3,0,0,3,4,1,4,1,0,3,0,0,3,2,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
