Strata_ID_Number,D_Wh_Cancer,D_Bl_Cancer,D_Hi_Cancer,No_Exercise,Few_Fruit_Veg,Obesity,Smoker,Uninsured,Prim_Care_Phys_Rate,Community_Health_Center_Ind
49,20,-1111,-1111,25,80.7,26.8,21.7,6158,61.8,1
40,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1656,7.7,2
62,17,-1111,-1111,34.7,87.2,27.7,30.6,2385,29.4,2
63,-1111,-1111,-1111,32.4,-1111.1,24.6,19.4,2788,10.6,1
43,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1876,8.1,1
14,20,15,-1111,21.7,78.1,19.8,25.4,13943,191.9,1
24,17,-1111,-1111,28.9,79.9,25.2,31.7,9727,63.6,1
35,11,-1111,-1111,35.6,78.1,36.5,35.6,6726,133,1
62,17,-1111,-1111,38.4,89.7,25.3,33.5,1208,10.7,1
28,16,-1111,-1111,29.7,82,26.8,30.7,4059,40,2
30,-1111,-1111,-1111,26.8,75.3,24.4,27.1,5119,63.4,2
19,17,-1111,-1111,25.7,80.9,24.5,20.1,5944,94.2,1
43,15,-1111,-1111,32.4,76.9,28.5,23.3,1361,19.6,2
74,12,25,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1235,0,1
45,15,-1111,-1111,29.8,80.9,28.9,25.7,7709,26.5,2
63,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2237,14.1,2
58,12,-1111,-1111,23.9,75.4,32,20.5,885,0,1
48,25,-1111,-1111,23.5,76.3,21,23.9,6590,31.2,2
43,15,-1111,-1111,28,83.8,-1111.1,-1111.1,984,0,1
11,20,-1111,-1111,22.3,78.9,24.2,25.1,17359,58.4,1
57,29,-1111,-1111,31,-1111.1,22.7,20.9,1866,33.8,2
17,12,-1111,-1111,19.1,80.2,20.9,22.5,4859,61.8,2
60,-1111,-1111,-1111,29.1,-1111.1,25.8,24.5,1578,52,2
43,15,-1111,-1111,33.1,87.8,25.3,-1111.1,3273,4.2,2
62,17,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1111,38.3,2
43,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2717,6.1,2
43,15,-1111,-1111,35,86.6,23.1,35.4,1449,0,2
63,-1111,-1111,-1111,41.2,-1111.1,31.5,23.5,1132,0,2
75,10,-1111,-1111,32.7,-1111.1,29,-1111.1,2495,46.4,2
75,10,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2793,7.4,1
36,17,-1111,-1111,35.9,76.5,25.8,45.4,6068,64.5,1
45,15,-1111,-1111,26.7,72.7,25.6,29.9,7218,57.5,2
55,23,-1111,-1111,30.4,-1111.1,23.3,-1111.1,1340,31.8,2
61,13,-1111,-1111,33.5,83.5,26,21.7,847,15.3,1
14,20,15,-1111,22.5,80.2,22.3,26.2,27078,106.1,1
63,-1111,-1111,-1111,35.7,69.5,22.2,34,1368,38.7,2
61,13,-1111,-1111,32.1,72.6,30.9,24.2,1306,33.8,2
63,-1111,-1111,-1111,37.4,80,-1111.1,23.3,2746,39.9,2
71,12,12,-1111,-1111.1,-1111.1,16.7,-1111.1,1589,0,2
61,13,-1111,-1111,-1111.1,-1111.1,22.3,20.1,742,39.4,1
59,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1263,60.3,2
36,17,-1111,-1111,31,82.5,21.2,22.5,6883,65.1,1
75,10,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1545,48.7,1
3,12,12,-1111,24.7,78.9,24.6,25.8,84511,83.4,1
24,17,-1111,-1111,29.9,85,25.2,27.1,15710,65.1,1
12,11,-1111,-1111,26.1,78.7,19.9,31.1,19492,21.1,1
28,16,-1111,-1111,24.6,82.6,23.8,24.5,6250,49.2,2
61,13,-1111,-1111,-1111.1,-1111.1,-1111.1,14.2,833,0,1
34,17,-1111,-1111,37.9,84.4,25.8,33.7,4650,43.5,2
31,22,-1111,-1111,28.6,82,29,15.6,3429,15.1,1
34,17,-1111,-1111,26.2,-1111.1,23.5,26,5599,45.8,2
62,17,-1111,-1111,31.8,76.1,29.3,27.8,1200,9.8,1
29,-1111,18,-1111,-1111.1,-1111.1,-1111.1,-1111.1,4039,12.6,2
63,-1111,-1111,-1111,36,81.3,24.5,26.6,1787,38.1,2
63,-1111,-1111,-1111,29.8,72.1,28.3,26.1,1514,21,2
69,-1111,-1111,-1111,25.9,-1111.1,18.4,-1111.1,4550,4.4,1
59,-1111,-1111,-1111,27.5,75.6,25.8,23.4,1971,38.5,1
71,12,12,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1698,32.9,2
62,17,-1111,-1111,18.1,-1111.1,-1111.1,-1111.1,1269,11.1,2
34,17,-1111,-1111,29.5,80.1,24.9,26.6,2849,67,2
61,13,-1111,-1111,-1111.1,-1111.1,-1111.1,23.1,418,27.8,1
43,15,-1111,-1111,26.7,-1111.1,23.9,36.3,3592,20.2,2
76,12,10,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2394,22.1,2
40,12,-1111,-1111,21.6,-1111.1,20.7,-1111.1,1823,6.6,2
40,12,-1111,-1111,31.2,84.7,27,33.9,1024,0,2
43,15,-1111,-1111,-1111.1,86.7,-1111.1,-1111.1,1549,16.4,2
63,-1111,-1111,-1111,33.6,83.7,24.6,29.3,3484,9.8,2
68,19,22,-1111,-1111.1,-1111.1,23,29.5,3129,10.8,1
29,-1111,18,-1111,25,81.4,26.5,24.2,7793,18,1
63,-1111,-1111,-1111,25.6,83,25.9,18,1733,73.7,2
70,14,14,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2268,0,1
56,28,-1111,-1111,15.1,-1111.1,16.7,-1111.1,956,14.8,2
70,14,14,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1939,21.1,1
76,12,10,-1111,44.8,-1111.1,30.1,28.8,4265,67,2
57,29,-1111,-1111,24.7,-1111.1,25.3,26.9,1491,43.1,2
31,22,-1111,-1111,24.4,85.3,20.3,28.4,5800,44.9,1
32,11,15,-1111,29.3,74.6,22,26.9,5632,78.3,2
43,15,-1111,-1111,25.5,76.7,24.2,22.4,2339,10.7,2
46,26,16,-1111,22.2,78.9,24.5,20.6,6339,63.3,1
49,20,-1111,-1111,29.2,87.5,17.2,23.9,4257,65.8,2
33,12,14,-1111,29.3,80.5,24.5,32.9,5788,29.4,1
70,14,14,-1111,-1111.1,-1111.1,-1111.1,-1111.1,798,0,2
40,12,-1111,-1111,24,-1111.1,24.7,30,910,10.2,2
65,19,15,-1111,31.4,86.1,34.3,24,2957,31.6,2
38,15,-1111,-1111,32,-1111.1,31.9,36.3,2121,8.3,2
74,12,25,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1282,30.4,1
75,10,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2670,43.3,1
10,25,-1111,23,19.5,75.7,20.9,21,21933,40,1
70,14,14,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1623,72.3,2
38,15,-1111,-1111,20.5,-1111.1,-1111.1,-1111.1,1295,44,2
24,17,-1111,-1111,29.9,80.8,30.9,30.5,6452,48.7,1
1,13,11,10,19.6,79.2,20.6,19.6,81592,157.7,1
63,-1111,-1111,-1111,31,83.1,26.3,33.2,2981,60.7,2
61,13,-1111,-1111,-1111.1,-1111.1,15.3,-1111.1,636,0,2
70,14,14,-1111,-1111.1,-1111.1,-1111.1,18,877,20.3,1
33,12,14,-1111,37.2,83.8,27.8,29.6,5611,68.1,1
74,12,25,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2070,12,1
61,13,-1111,-1111,-1111.1,-1111.1,23.3,-1111.1,958,29.7,2
49,20,-1111,-1111,36,83.2,29.4,30,4118,20.2,1
30,-1111,-1111,-1111,29.5,-1111.1,21.8,19.2,4339,19.4,2
61,13,-1111,-1111,-1111.1,-1111.1,-1111.1,22,1331,14.5,1
30,-1111,-1111,-1111,21.2,80.1,21.7,23.7,6965,67.5,1
75,10,-1111,-1111,29.8,79.1,21.2,29.3,4560,16.3,2
43,15,-1111,-1111,25.8,86,21.6,-1111.1,2964,39.1,2
38,15,-1111,-1111,-1111.1,-1111.1,-1111.1,13.8,2343,7,2
68,19,22,-1111,33.1,89.4,29.3,34.3,3807,12.5,1
70,14,14,-1111,34.5,-1111.1,20.3,-1111.1,2507,30.5,2
33,12,14,-1111,29,81.7,24,32.2,5206,23,2
70,14,14,-1111,-1111.1,-1111.1,-1111.1,15.6,345,46,2
76,12,10,-1111,32.5,91.2,25.7,24.7,3456,27.3,1
5,15,12,-1111,28.5,78.8,29.7,27,63623,171.3,1
83,-1111,-1111,-1111,20.7,75.7,20.5,10.7,1515,91.2,1
86,-1111,-1111,-1111,29.9,80.4,32.6,30.7,3404,98.9,1
86,-1111,-1111,-1111,27.5,80.5,26.5,33.7,1672,60.3,1
85,-1111,-1111,-1111,26.7,72.5,21.4,19.3,712,44.3,2
84,25,-1111,-1111,21.2,75.4,17.2,20.2,1554,70.7,1
84,25,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,326,0,2
19,17,-1111,-1111,20.9,77.8,21.9,18.5,11727,86.7,1
82,-1111,-1111,-1111,22.6,78.5,22.7,15.7,919,73.2,2
84,25,-1111,-1111,24.9,74.3,18.9,22.2,1791,79.9,1
81,14,-1111,-1111,-1111.1,82.5,-1111.1,10.6,361,0,2
84,25,-1111,-1111,26.9,80.4,22.8,21.9,1162,80.6,1
70,14,14,-1111,27.9,76.8,24.8,25.7,1369,67.1,2
82,-1111,-1111,-1111,27.7,83.5,21,25.7,296,36.8,2
84,25,-1111,-1111,23.5,74.1,24,16.2,2311,103.9,2
23,21,13,-1111,16.3,71.7,14,17.8,11102,90.2,2
19,17,-1111,-1111,13.5,77.3,11.5,14.9,9074,86.9,1
82,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,243,0,2
86,-1111,-1111,-1111,30.4,79.1,29.9,35.3,3578,59,1
87,22,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,258,0,2
87,22,-1111,-1111,15.3,-1111.1,20.5,15.5,567,0,2
86,-1111,-1111,-1111,22.5,76.7,24.3,26.2,3138,73.6,2
78,-1111,-1111,-1111,18.1,80.1,15.3,21.7,1246,80.6,2
84,25,-1111,-1111,24.9,-1111.1,22.5,11.6,539,0,2
36,17,-1111,-1111,22.3,75.8,20.8,23.6,5585,70.7,1
19,17,-1111,-1111,19.5,78.6,20.5,18.3,6333,90.7,1
82,-1111,-1111,-1111,-1111.1,85.9,-1111.1,4.2,375,99.9,2
83,-1111,-1111,-1111,24.2,79.7,22.3,27.3,3366,83.4,1
85,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,418,0,2
84,25,-1111,-1111,20.6,69.1,14.5,17.2,1281,96.2,1
87,22,-1111,-1111,-1111.1,-1111.1,-1111.1,18.4,491,150.1,2
86,-1111,-1111,-1111,24.1,-1111.1,20.8,20.3,773,0,2
22,10,-1111,-1111,12.8,75.6,15,20.1,14069,88.9,1
87,22,-1111,-1111,26.9,80.7,16.1,17.2,952,88.9,2
84,25,-1111,-1111,20.9,74.8,13.7,18.3,2443,106.5,1
83,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,141,0,2
85,-1111,-1111,-1111,33.5,76.8,20.7,14.9,841,23.9,2
88,-1111,-1111,-1111,26.8,75.9,27.9,21.4,1292,49.3,2
84,25,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,363,0,2
86,-1111,-1111,-1111,22.7,77.2,24.5,23,911,85.7,2
84,25,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,228,90.5,2
49,20,-1111,-1111,17.7,75.3,17.3,19.7,6529,62.6,2
83,-1111,-1111,-1111,27.2,76.4,21.6,18.9,1474,66,1
86,-1111,-1111,-1111,32.3,73.7,30.9,33.6,2797,38,2
86,-1111,-1111,-1111,26.9,79.5,30.9,22.3,1958,54.3,1
88,-1111,-1111,-1111,26.3,75.7,21,19.3,2313,63.3,2
81,14,-1111,-1111,34.4,78.2,23.6,19.5,541,28.4,2
49,20,-1111,-1111,23.9,78.9,16.9,21.7,4906,84.9,1
81,14,-1111,-1111,31.7,79.1,18.8,22.1,1150,35.3,2
81,14,-1111,-1111,22.6,70.8,19,18.1,566,54.5,2
85,-1111,-1111,-1111,23.7,79.2,19.8,16.4,1099,32.1,2
85,-1111,-1111,-1111,29.9,73.1,27.9,27.8,816,99.4,2
85,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,143,0,2
84,25,-1111,-1111,29.1,72.3,21.9,21.2,1351,28,2
87,22,-1111,-1111,-1111.1,-1111.1,-1111.1,19,517,98.2,2
87,22,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,190,0,2
14,20,15,-1111,21.8,78.9,21.4,21.1,17770,102.4,1
26,-1111,-1111,-1111,22.7,81,24.4,21,2956,84.7,2
40,12,-1111,-1111,27.2,76.9,23.4,20.3,1142,57.1,2
81,14,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,128,0,2
80,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,234,0,2
82,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,166,0,2
40,12,-1111,-1111,26.1,-1111.1,28.8,17.6,898,121.3,2
39,12,-1111,-1111,22.7,80.3,28.1,27.8,1549,35.2,1
81,14,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,399,265.4,2
84,25,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,708,90.1,2
28,16,-1111,-1111,23.1,82.1,24.8,20.4,4979,114.8,2
40,12,-1111,-1111,24.7,79.4,22.1,19.5,970,26.8,2
56,28,-1111,-1111,20.5,83.4,27.3,21.8,862,45.9,2
38,15,-1111,-1111,25.1,84.2,26.6,24,1990,19.4,2
56,28,-1111,-1111,25.2,-1111.1,25.2,12.3,1132,33.1,2
82,-1111,-1111,-1111,20.8,-1111.1,19.2,11.1,611,129.3,2
85,-1111,-1111,-1111,26.5,82.3,26.1,18.3,1213,65.6,2
56,28,-1111,-1111,25.5,85.5,19.4,23.7,1338,50,2
56,28,-1111,-1111,22.9,77.9,24.7,19.3,905,0,1
57,29,-1111,-1111,30.5,76.5,21.5,18.3,1758,38.3,2
56,28,-1111,-1111,28.6,76.6,26.1,16.6,1384,41.3,2
82,-1111,-1111,-1111,26.9,85.4,25.7,15.4,2020,70.1,2
38,15,-1111,-1111,37.3,84.3,26,28.4,3414,14.7,2
84,25,-1111,-1111,17.5,84,19.5,14.7,1397,81.1,2
57,29,-1111,-1111,27.5,80.6,23,24.4,4286,56.9,2
79,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,292,49.9,2
56,28,-1111,-1111,22.2,-1111.1,22.7,26.6,815,16.2,2
26,-1111,-1111,-1111,26.6,79,25.3,23.4,3868,63.8,2
10,25,-1111,23,22,82,22.2,22.8,49726,154,1
79,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,373,46.9,2
54,20,-1111,-1111,32.8,80.8,21.1,10.7,643,62.6,2
58,12,-1111,-1111,-1111.1,90.3,-1111.1,22,480,58.5,2
82,-1111,-1111,-1111,20.1,-1111.1,26.5,18.9,485,0,2
58,12,-1111,-1111,22.8,88.8,24,20.1,697,59.8,2
55,23,-1111,-1111,26,84.3,25.8,22.7,1878,60.1,2
79,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,492,0,1
84,25,-1111,-1111,-1111.1,-1111.1,-1111.1,14,362,55.1,2
79,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,14.7,276,0,2
79,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,133,0,2
82,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,530,0,2
45,15,-1111,-1111,27.5,82.9,24.8,22.3,7183,74.4,2
56,28,-1111,-1111,29.5,77.7,27,16.5,952,73.2,2
58,12,-1111,-1111,24,-1111.1,24.6,12,502,28.9,2
79,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,260,0,2
82,-1111,-1111,-1111,-1111.1,-1111.1,24.5,25.9,609,0,2
82,-1111,-1111,-1111,30.8,83.2,24.4,17.1,1955,111.3,2
84,25,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,123,268.8,2
56,28,-1111,-1111,24,82.8,28.9,16,972,14.9,2
59,-1111,-1111,-1111,33.2,81.2,24,19.9,885,63.1,2
54,20,-1111,-1111,-1111.1,-1111.1,-1111.1,20.3,589,85.2,2
56,28,-1111,-1111,25.9,76.9,24.2,17.4,682,29.5,2
56,28,-1111,-1111,26.2,75.3,23.6,22.6,1269,84,2
84,25,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,316,0,2
79,-1111,-1111,-1111,33.1,-1111.1,-1111.1,24.8,613,0,2
61,13,-1111,-1111,29,77.3,25.5,18.1,1590,44.9,2
11,20,-1111,-1111,22.8,78.8,21.3,20.6,23280,84.6,1
31,22,-1111,-1111,22.7,82.8,23.4,20.9,4508,73,2
79,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,118,0,2
79,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,218,0,2
88,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,104,0,2
47,14,-1111,-1111,24.1,82.5,18.5,20.2,4605,104.3,2
56,28,-1111,-1111,37.1,81.8,31.3,23.2,1120,37.2,2
85,-1111,-1111,-1111,26.9,78,23,21.2,1038,58.1,1
40,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,647,0,2
54,20,-1111,-1111,29.1,-1111.1,26.8,24.2,675,86.1,2
58,12,-1111,-1111,25.5,82.4,24.6,10.1,625,84.4,2
54,20,-1111,-1111,25,82.1,25.1,17,1431,70.9,2
58,12,-1111,-1111,-1111.1,-1111.1,-1111.1,13,443,69.5,2
79,-1111,-1111,-1111,27.8,-1111.1,18.6,14.8,478,65.4,2
56,28,-1111,-1111,28.5,79,30.9,15.4,965,116.4,2
56,28,-1111,-1111,33.5,76.8,21.9,23.2,1006,65.8,2
47,14,-1111,-1111,20,84.5,20.7,16.8,3400,48,1
56,28,-1111,-1111,22.5,86,18.9,23.3,569,18.4,2
40,12,-1111,-1111,25.5,79.5,21.6,22.2,1663,81.4,2
59,-1111,-1111,-1111,31.6,80,28.7,22.6,1176,22.9,2
85,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,378,0,2
54,20,-1111,-1111,22.9,82.1,28.1,18.5,1649,49.3,2
12,11,-1111,-1111,18.9,81.2,25,19.9,9961,86.1,2
57,29,-1111,-1111,26.1,81.2,23.6,18.8,1800,39.1,2
34,17,-1111,-1111,25.1,77.2,26.1,22.1,6288,95.2,1
55,23,-1111,-1111,20.4,77,21.7,15,1235,65.7,2
85,-1111,-1111,-1111,29.7,-1111.1,28.2,14.2,1139,52.9,2
82,-1111,-1111,-1111,-1111.1,-1111.1,27.6,-1111.1,595,32.1,2
81,14,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,364,0,2
38,15,-1111,-1111,20,-1111.1,24.5,25.5,846,0,2
58,12,-1111,-1111,24.4,79.6,27.1,19.7,650,55.2,2
83,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,141,0,2
66,30,12,-1111,26.3,-1111.1,-1111.1,-1111.1,1667,40.7,2
58,12,-1111,-1111,24.1,84.9,25.6,14.7,718,68.2,2
38,15,-1111,-1111,20.6,86.4,28.4,19,1439,50.6,2
37,11,-1111,-1111,21.9,79.7,21.3,20.7,1075,43.4,2
58,12,-1111,-1111,30.5,-1111.1,20.1,22.5,491,26.6,2
79,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,235,0,2
57,29,-1111,-1111,16.8,71.8,29,18.1,1250,69.5,2
78,-1111,-1111,-1111,21.6,79,20.9,28,3588,81.4,2
1,13,11,10,25.6,78.3,21.6,25.7,233547,65.1,1
47,14,-1111,-1111,15.5,76.7,15.6,22.1,4964,53.2,2
77,-1111,-1111,-1111,25.4,85.4,23.2,26.5,7168,52.7,1
80,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,118,0,2
78,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,242,70,1
78,-1111,-1111,-1111,20.9,79.3,22.1,24.1,2530,40.9,2
78,-1111,-1111,-1111,21.9,82.1,23.4,19.4,787,58.7,1
82,-1111,-1111,-1111,16.3,-1111.1,26.5,18.6,615,22.8,1
31,22,-1111,-1111,24.7,83.9,22.5,30.1,5474,23.2,1
80,-1111,-1111,-1111,29.3,84.7,30.2,38.8,872,40.7,1
77,-1111,-1111,-1111,28.3,78.6,27.7,28,5414,24.7,1
80,-1111,-1111,-1111,18.8,-1111.1,29.7,-1111.1,901,31.4,2
37,11,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,498,0,2
9,12,11,-1111,18.6,77.9,18,22.2,48700,87.7,1
80,-1111,-1111,-1111,21.5,83.3,21.4,18.5,1213,88.9,2
26,-1111,-1111,-1111,25.9,77.1,19.1,23.5,6904,94.5,1
17,12,-1111,-1111,21,74.3,19.8,22.7,4492,55.2,1
26,-1111,-1111,-1111,20.5,69.3,16.3,21.8,3925,67.5,2
17,12,-1111,-1111,17.9,71,21.3,23.3,4594,75,2
30,-1111,-1111,-1111,28,73.1,23.6,27.9,3379,109.9,1
17,12,-1111,-1111,17.8,68.6,20.4,18.8,7844,279.8,1
9,12,11,-1111,21.3,73.6,20.5,21.5,32829,87.7,1
11,20,-1111,-1111,19.6,70.3,20,21.2,10264,107.6,1
9,12,11,-1111,20,71.7,21.1,21.5,20311,75.6,1
11,20,-1111,-1111,22.5,70.3,20.2,23,9841,73.9,1
26,-1111,-1111,-1111,20.1,72.9,21.8,25.1,3312,86,2
16,11,-1111,-1111,29.3,73.3,25.8,24.5,34462,73.1,1
2,17,11,19,23,71.8,16.2,16.6,85582,154.8,2
10,25,-1111,23,25.2,72.7,21.8,21.1,36226,81.4,1
3,12,12,-1111,28.5,76.6,24.1,23.3,68258,98,1
18,14,-1111,-1111,27.3,68.9,19.9,24.1,11062,42.3,1
6,-1111,11,-1111,31.9,71.8,24.5,26.6,22848,55.5,1
3,12,12,-1111,30.6,70.6,25.2,17.8,119907,138.3,1
12,11,-1111,-1111,24.5,76.1,22.4,22.8,27862,47.3,1
3,12,12,-1111,33.7,75.9,21.2,20.3,115257,78.7,1
11,20,-1111,-1111,16.2,75.1,15.6,15.3,9116,133.4,2
9,12,11,-1111,24.1,72.3,19.7,17,39204,116.6,1
2,17,11,19,25.1,75.6,19.1,17.1,93273,132.7,1
2,17,11,19,22.1,72.5,17.1,20.3,60107,133.3,1
9,12,11,-1111,20.5,72.2,16.3,15.8,42395,132.3,1
10,25,-1111,23,28.4,70.7,22.8,21.5,57317,52.5,1
4,18,12,-1111,31.2,75.3,21,19.1,81227,82,1
18,14,-1111,-1111,36.3,78.9,26.8,24,7266,40.7,1
9,12,11,-1111,19.3,73.7,17.1,15.2,26858,136.3,2
12,11,-1111,-1111,23,70.8,22.5,23.2,13059,49.6,1
10,25,-1111,23,28.1,72.6,20.7,19.2,68444,99.3,1
46,26,16,-1111,26.3,69.4,24.5,19.3,9745,63.4,1
3,12,12,-1111,18.9,78.1,17.5,21,110478,131.4,1
87,22,-1111,-1111,26.7,-1111.1,16.1,16.6,948,0,1
8,18,13,-1111,30.2,81.1,24.1,23.9,15927,72.7,1
77,-1111,-1111,-1111,28.3,82.9,26.6,23.7,6608,54.3,1
85,-1111,-1111,-1111,24.5,80.6,20.4,21.5,3255,87.2,1
51,21,-1111,-1111,26.4,80.8,22.4,25.1,10615,54.5,1
87,22,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,565,99.2,1
7,-1111,12,-1111,27.7,81.1,22.6,18.3,49613,60.2,1
8,18,13,-1111,30.7,80.9,29.9,25.2,11664,40.8,1
51,21,-1111,-1111,23.4,76.1,20.2,20.3,7021,104.2,1
86,-1111,-1111,-1111,-1111.1,91.7,20.1,-1111.1,1164,22.9,1
85,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,170,0,1
86,-1111,-1111,-1111,25.5,-1111.1,24.9,-1111.1,1491,0,1
8,18,13,-1111,34.6,78.6,27.5,29,12482,42.3,2
87,22,-1111,-1111,22.8,77.3,15.6,22.8,5098,61.9,1
37,11,-1111,-1111,12,66.8,12.8,11.1,2762,143.4,2
74,12,25,-1111,35.9,81,25.3,22.3,8282,30.2,1
8,18,13,-1111,22.4,72,26.8,17,25653,86.2,1
88,-1111,-1111,-1111,21.1,87.5,20.6,24.7,1547,0,1
23,21,13,-1111,22,77.7,24.8,25.2,14664,51.9,1
88,-1111,-1111,-1111,35.3,78.7,24.8,27.7,2663,75.6,1
77,-1111,-1111,-1111,28.3,78.9,19.7,25.4,10402,49,1
66,30,12,-1111,33.8,81.4,20.5,24.1,4828,21.9,1
20,17,12,-1111,21.7,78.3,22.9,20,17681,66.1,1
7,-1111,12,-1111,21.6,77.6,22.3,23.5,29795,53.9,1
77,-1111,-1111,-1111,26.7,81.8,21.5,26.5,7797,84.7,1
14,20,15,-1111,18.1,75.5,14.7,19.7,26794,116.4,1
87,22,-1111,-1111,25.4,75.2,24.4,24.8,3382,46.8,1
86,-1111,-1111,-1111,27.8,77.8,19.8,25.4,5032,44.1,1
51,21,-1111,-1111,21,72.1,17.7,20.3,8386,91.4,1
86,-1111,-1111,-1111,27.9,84.9,25.2,28.1,4283,5.7,1
88,-1111,-1111,-1111,24.8,-1111.1,15.5,20.5,1015,51.9,2
23,21,13,-1111,27.7,79.8,22,24.9,14606,30.3,1
10,25,-1111,23,25.9,69.7,20,21.9,27651,131.5,1
23,21,13,-1111,26.8,77.4,-1111.1,-1111.1,5614,47.4,2
1,13,11,10,35.5,73.8,24.4,19.6,297330,101.5,1
16,11,-1111,-1111,20.9,76.5,23.2,25.9,20762,108.2,2
23,21,13,-1111,26.9,75.2,19.9,28.9,9087,52.1,2
20,17,12,-1111,27.1,80.3,23.6,32.7,8775,36.8,1
6,-1111,11,-1111,25.8,76.1,25.8,24.3,17446,63,2
21,14,26,-1111,23.8,79,27.9,25.9,9581,80.4,2
23,21,13,-1111,22.5,77.9,34,19.3,6316,44.4,2
23,21,13,-1111,26.6,71.9,22,24.4,7878,76.8,2
21,14,26,-1111,27.8,-1111.1,25,20.8,6410,40.9,1
29,-1111,18,-1111,22.1,81.8,17.3,27.8,4958,65.8,1
34,17,-1111,-1111,33.5,83.7,26.6,23.8,6479,65.2,2
9,12,11,-1111,23.6,73.2,20.8,21.7,27350,86.8,1
3,12,12,-1111,23.9,73.7,23.9,22.7,88101,127.6,1
30,-1111,-1111,-1111,24.8,-1111.1,16.3,15.5,3812,46.5,1
32,11,15,-1111,23,-1111.1,24.5,28.3,6551,74.5,2
21,14,26,-1111,23.9,86.7,20.5,31,6157,57.5,2
45,15,-1111,-1111,26.7,74.6,17.3,24.2,5070,54,1
30,-1111,-1111,-1111,-1111.1,-1111.1,20.3,29.5,5559,38.2,2
79,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,392,38.3,1
21,14,26,-1111,25.7,74.4,23.6,21.1,6496,40.8,2
6,-1111,11,-1111,21.7,70.1,25.9,34.2,15303,61.9,2
1,13,11,10,34.6,73.5,23,18.7,517807,122.2,1
29,-1111,18,-1111,-1111.1,-1111.1,27.7,19.4,3135,56.5,2
17,12,-1111,-1111,17.7,-1111.1,20.1,22.1,5594,53,2
45,15,-1111,-1111,22,-1111.1,28.1,29.1,5640,72.5,1
