Strata_ID_Number,D_Wh_Cancer,D_Bl_Cancer,D_Hi_Cancer,No_Exercise,Few_Fruit_Veg,Obesity,Smoker,Uninsured,Prim_Care_Phys_Rate,Community_Health_Center_Ind
23,21,13,-1111,28.6,81.1,20.3,25.2,11229,44.2,2
69,-1111,-1111,-1111,39.4,81.4,26.6,26.4,3640,25.9,2
36,17,-1111,-1111,41.1,90.3,24.7,27.4,7383,45.1,2
33,12,14,-1111,35.5,79.9,26.2,25.8,4818,49.2,2
71,12,12,-1111,44.1,84.8,29.9,27.4,2747,13.2,2
20,17,12,-1111,28.9,82.7,21.5,27.8,14451,62.5,2
7,-1111,12,-1111,31.5,81,27,21.9,43461,171.1,1
6,-1111,11,-1111,32.1,79.4,26.4,25.5,27037,79.8,1
75,10,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1784,28.4,2
39,12,-1111,-1111,-1111.1,-1111.1,-1111.1,16.8,1408,10.5,2
66,30,12,-1111,-1111.1,-1111.1,31.5,25.1,2166,38.3,1
71,12,12,-1111,39.6,74,31.7,21.6,2840,55.2,1
68,19,22,-1111,42.4,91,29.7,20.9,4174,67.5,1
36,17,-1111,-1111,39.4,85.8,31.1,23,4618,15.2,1
5,15,12,-1111,27.7,82.5,22.8,20.4,61422,113.3,1
67,12,13,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2577,45.7,2
69,-1111,-1111,-1111,30.2,-1111.1,30,21.8,3089,43.2,1
52,15,13,-1111,41.9,86.7,24.8,27.5,6100,73.2,2
76,12,10,-1111,41.6,87.6,32.3,30.1,4562,19.6,1
68,19,22,-1111,39.6,89.6,31.6,34.3,2760,20.5,2
8,18,13,-1111,32.7,85.4,27.6,25.1,12631,67.2,1
52,15,13,-1111,42.4,83.6,30,22.1,5163,58.7,1
43,15,-1111,-1111,39.3,81.8,22.3,29.4,2082,6.6,2
5,15,12,-1111,30.5,82.2,24.8,21.1,71749,138.2,1
52,15,13,-1111,38.1,86.9,33.1,28.4,4991,60.8,2
6,-1111,11,-1111,25.6,82.3,21.8,23.4,28498,131.7,2
23,21,13,-1111,38.1,84.8,28,26.3,12325,60.8,1
62,17,-1111,-1111,39.9,87.5,25.9,18.7,1825,57,2
53,-1111,14,-1111,24.1,83.6,25.2,19.5,6157,61.7,2
20,17,12,-1111,32.9,82.7,25.1,31.1,13092,16.5,2
67,12,13,-1111,-1111.1,90.8,-1111.1,-1111.1,3365,40.1,1
36,17,-1111,-1111,47.7,80.4,34,28,6086,43.3,2
51,21,-1111,-1111,34.8,82.7,28,21,6678,51.9,1
5,15,12,-1111,32.1,80,25.6,21.5,103078,153.9,1
7,-1111,12,-1111,35.7,83.2,25.8,25.6,25482,107.3,1
33,12,14,-1111,34.1,88.7,33.7,22.8,4278,17.2,2
69,-1111,-1111,-1111,40.2,84.2,28.1,28,3441,40.2,1
7,-1111,12,-1111,33.2,84.8,24.5,26.3,20496,109,1
76,12,10,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1816,21.1,2
76,12,10,-1111,32.6,80.3,30.7,30.4,4166,92.6,2
76,12,10,-1111,31.9,89.2,25.2,27.1,3817,21,2
22,10,-1111,-1111,38.6,80.8,29.6,27.7,9980,29.1,2
29,-1111,18,-1111,28.3,81.7,32.6,21.2,7157,41.5,1
67,12,13,-1111,-1111.1,-1111.1,21,-1111.1,2357,39,1
69,-1111,-1111,-1111,36.7,87.8,25.4,21.3,3499,66.2,2
33,12,14,-1111,34.9,78.7,24.6,23.5,7960,51.7,1
8,18,13,-1111,38.4,87.4,24.6,28.2,15387,81.2,1
52,15,13,-1111,40.6,83.3,32.6,27.2,8517,19.8,2
8,18,13,-1111,34.1,80.1,30.7,27.6,9092,72,1
15,14,15,-1111,23.2,81.8,22.7,24.2,26905,89.9,2
8,18,13,-1111,33.1,84.3,28.5,24,18694,57.3,1
74,12,25,-1111,-1111.1,-1111.1,-1111.1,15.1,1711,16.3,1
7,-1111,12,-1111,36.5,89,27.8,28.4,16278,56.7,1
71,12,12,-1111,33.2,84.4,32.8,19.7,3855,26.2,2
8,18,13,-1111,35.4,83.5,25.5,23.2,8516,39.9,1
23,21,13,-1111,27.3,79.2,23,32.1,8974,41,1
36,17,-1111,-1111,45.8,85.6,29.8,28.6,8008,40.3,2
35,11,-1111,-1111,32.9,89.4,27.5,25.4,6297,38.7,1
42,16,21,-1111,27.8,-1111.1,28.7,23.5,3332,37,2
76,12,10,-1111,42,86.3,33,-1111.1,2365,8.5,2
44,-1111,14,-1111,-1111.1,-1111.1,-1111.1,10.8,1418,32.9,1
71,12,12,-1111,35.8,82.7,30.4,23.9,2643,31.3,2
14,20,15,-1111,25.8,75.2,24.6,24.7,8998,85.2,1
22,10,-1111,-1111,30.4,74.3,25.4,24.3,8298,80.6,1
9,12,11,-1111,17,68.6,16.6,18.9,15057,159.3,1
28,16,-1111,-1111,18.6,68.9,22,20.1,3138,104.4,1
30,-1111,-1111,-1111,21.3,68.5,17.7,22.5,5584,111.8,1
14,20,15,-1111,22.8,76,24.7,21.9,10765,109.9,1
30,-1111,-1111,-1111,20.7,68.9,21,19.3,3204,97,1
30,-1111,-1111,-1111,20,67.8,16.8,17.2,2980,116.3,1
21,14,26,-1111,26.3,71.9,23,27,5608,51.2,1
6,-1111,11,-1111,23.7,76.9,22.6,24.5,14259,94.5,1
84,25,-1111,-1111,24,71.1,24.2,28.1,1875,96.2,1
25,14,-1111,-1111,19.4,74.8,19.9,18.8,3259,70.3,1
22,10,-1111,-1111,30.7,76.7,23.2,26.5,6049,77.4,1
32,11,15,-1111,23.7,73.4,25.9,22.4,4000,64.6,2
35,11,-1111,-1111,32.9,72.5,25,27.5,5213,62.8,1
11,20,-1111,-1111,22.3,71.4,20.7,21.8,11695,56.3,1
24,17,-1111,-1111,28.2,75.2,25.2,25.3,8463,82.8,1
9,12,11,-1111,20.1,71.5,23.3,22.4,55250,90.6,1
2,17,11,19,23.4,72,20.8,22.2,75009,138.1,1
46,26,16,-1111,20.4,70.3,22.4,20.2,8281,61.4,2
31,22,-1111,-1111,34.1,78.7,27.3,26.6,4689,37.7,1
12,11,-1111,-1111,20.6,70.6,19.3,20.8,11235,64.1,2
46,26,16,-1111,27,73.4,25.8,27.2,10374,31.7,2
12,11,-1111,-1111,22.4,75.2,26.5,21.1,13445,44.7,1
49,20,-1111,-1111,31.3,70.5,26.4,25.1,4525,57.3,1
12,11,-1111,-1111,20.9,70.9,21.4,20,16001,63,1
34,17,-1111,-1111,28.6,74.3,25.6,18.4,4264,46.8,1
12,11,-1111,-1111,22.2,72.5,22.3,20.4,21006,68.1,2
12,11,-1111,-1111,15.5,73.5,16.4,13.7,27881,214.5,1
55,23,-1111,-1111,27.2,-1111.1,23.1,19.9,2402,110.6,2
2,17,11,19,18,66.8,15.3,11.9,104529,197.3,1
2,17,11,19,24.6,72.1,25.5,17.8,122762,78.2,1
25,14,-1111,-1111,25.1,74.1,21.9,19.4,3951,26.3,2
46,26,16,-1111,21.8,73,25.6,21.1,10250,60.1,1
73,15,-1111,-1111,41.2,-1111.1,32.4,30.6,3610,54.2,1
26,-1111,-1111,-1111,22.2,73.5,20,18,3249,131.7,1
13,13,-1111,-1111,27.2,73,22.4,23.3,12901,64.8,1
19,17,-1111,-1111,25,70.2,25,24,12283,99.6,1
30,-1111,-1111,-1111,23,74.7,24.6,21.9,6022,57.4,1
3,12,12,-1111,28.6,72.9,28,27.8,110491,188.6,1
13,13,-1111,-1111,16,65.6,15,16.8,18135,101.5,1
13,13,-1111,-1111,21.4,68.8,19.8,21.8,11604,129.7,1
2,17,11,19,26.6,76.4,23.2,24,48544,55.1,1
55,23,-1111,-1111,20.8,-1111.1,9.9,13.3,1449,115.4,1
2,17,11,19,23.9,70.2,18.7,18.7,74495,80,1
18,14,-1111,-1111,19.8,69.9,22.8,21.6,6164,70.5,1
5,15,12,-1111,27.2,72.9,21.7,22,59589,88.6,1
11,20,-1111,-1111,17.6,65,14.1,18.2,12632,157.8,1
1,13,11,10,18.7,69.3,15.5,15.1,112192,158.7,1
37,11,-1111,-1111,-1111.1,-1111.1,12.4,-1111.1,617,49.2,2
2,17,11,19,18.6,70.1,15.4,15.9,40219,173.8,1
10,25,-1111,23,21.6,73,20.1,21.6,38346,64.8,1
3,12,12,-1111,26.4,72.8,17.8,19.8,91815,293.7,1
2,17,11,19,23.8,71.5,21.9,21,75796,130.9,1
62,17,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1571,34.3,1
58,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1023,62.1,2
12,11,-1111,-1111,19.9,82.5,22.5,27.7,10617,30.9,1
30,-1111,-1111,-1111,28.3,78.9,31.9,33.1,3326,88.7,1
60,-1111,-1111,-1111,25.7,78.3,19.9,22.7,2652,20.5,1
65,19,15,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2235,29.1,1
61,13,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,857,57.2,2
45,15,-1111,-1111,20.1,81.4,23.4,25.6,4432,45.1,2
14,20,15,-1111,23.3,80.9,27.1,19.9,12283,45.9,1
60,-1111,-1111,-1111,18.2,-1111.1,-1111.1,-1111.1,1731,45.3,2
6,-1111,11,-1111,24,76.7,24.6,24.5,21367,77.5,1
29,-1111,18,-1111,26.8,82.5,28.4,30.8,5805,36.6,2
14,20,15,-1111,25.6,76.7,27.8,30.6,16779,56,1
28,16,-1111,-1111,24.5,85.1,23.7,28,5980,7.7,2
55,23,-1111,-1111,13.9,-1111.1,25.2,23.2,2523,74.8,1
64,12,-1111,-1111,25.2,87.7,24,-1111.1,3395,43.7,2
32,11,15,-1111,19.1,-1111.1,22.3,26.7,4617,61.9,1
35,11,-1111,-1111,26.7,-1111.1,-1111.1,29.3,4652,28.4,2
45,15,-1111,-1111,21.7,78.5,25.8,19.2,5240,27.4,2
63,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1973,59.7,1
30,-1111,-1111,-1111,25.8,-1111.1,30.3,23.3,3689,67.8,2
26,-1111,-1111,-1111,28.5,-1111.1,20.7,22,2241,82,2
12,11,-1111,-1111,18.8,77.6,25.3,26.4,10989,38.2,2
26,-1111,-1111,-1111,18.8,78.1,-1111.1,-1111.1,2857,119.1,2
5,15,12,-1111,25,78.8,26.6,26.1,57198,102.7,1
65,19,15,-1111,-1111.1,-1111.1,29.6,-1111.1,3486,33.1,2
62,17,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1944,89,2
45,15,-1111,-1111,17.1,79.5,21.7,27.5,7129,119.1,2
29,-1111,18,-1111,20.7,81.5,28.8,29.8,4609,63.8,1
29,-1111,18,-1111,23.8,81.5,33.1,27.7,5299,31.9,2
49,20,-1111,-1111,19.7,-1111.1,24.1,12.2,3808,86.8,1
30,-1111,-1111,-1111,19.1,-1111.1,26.6,24.9,3642,49.1,2
4,18,12,-1111,21.3,77,23.7,23.2,33302,105.9,1
20,17,12,-1111,24.6,82,23.8,28.2,5596,21.7,1
49,20,-1111,-1111,28.9,87.3,30.5,-1111.1,3342,33.3,1
61,13,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1284,48.8,1
22,10,-1111,-1111,20,-1111.1,21.5,27.4,7164,41.1,2
14,20,15,-1111,20,76.7,26.5,24.1,16732,42.8,1
14,20,15,-1111,18.7,74.3,20.8,17.9,24468,121.4,1
39,12,-1111,-1111,11.3,-1111.1,13.9,-1111.1,2049,17.4,2
2,17,11,19,19.1,78.6,21.5,21.8,60031,96.2,1
81,14,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,220,0,2
70,14,14,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1811,0,1
45,15,-1111,-1111,25.1,77.7,24.6,28.8,9032,22.5,1
55,23,-1111,-1111,15.5,-1111.1,18.1,13.3,1917,22.6,1
45,15,-1111,-1111,25.7,78.8,26.1,20.8,10721,42.1,2
12,11,-1111,-1111,16.9,77.8,21.3,20.5,11834,34.7,2
61,13,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,894,73.6,2
58,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1682,70.6,1
2,17,11,19,23.3,79.9,23.3,24.7,67555,53.9,1
64,12,-1111,-1111,23.1,-1111.1,-1111.1,-1111.1,2895,47.6,1
19,17,-1111,-1111,21,69.7,22,18,5577,129.7,1
49,20,-1111,-1111,21.4,-1111.1,32.9,22.8,3637,41.4,2
32,11,15,-1111,21.6,-1111.1,24.6,27.9,5071,56.6,2
59,-1111,-1111,-1111,25.5,84.9,-1111.1,21.8,2389,32,1
45,15,-1111,-1111,17,73.7,23.1,20.7,7721,101.1,2
43,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1935,19.6,2
12,11,-1111,-1111,21.8,84,26,24.4,13943,35.1,1
23,21,13,-1111,26.3,86.6,32.9,25.5,7496,21.9,2
62,17,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1341,28.7,1
6,-1111,11,-1111,25.4,79.3,24.9,30.7,20098,55.8,1
29,-1111,18,-1111,23.2,-1111.1,24,26.2,6252,44,1
1,13,11,10,18.5,75.4,21.3,18.9,104800,174.2,1
42,16,21,-1111,-1111.1,-1111.1,25,-1111.1,4193,17.6,1
64,12,-1111,-1111,27.7,-1111.1,29.8,-1111.1,3096,59.3,1
81,14,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,843,40.7,1
42,16,21,-1111,-1111.1,90.6,20.8,-1111.1,2925,16.8,2
62,17,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1459,0,2
38,15,-1111,-1111,24,-1111.1,-1111.1,22.9,2414,64.9,2
12,11,-1111,-1111,16.5,78,19.5,17.9,20709,51.3,1
59,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1527,20.9,1
64,12,-1111,-1111,31.6,83.9,31.7,23.2,3590,34.5,1
6,-1111,11,-1111,25.7,81.3,31.8,21.9,29913,97.4,1
12,11,-1111,-1111,20.9,79.4,25.2,31.1,15833,44.9,1
20,17,12,-1111,26.6,77.8,35.9,27.5,8141,52.4,2
31,22,-1111,-1111,27.7,84.6,28.6,32.5,5478,33.5,2
61,13,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1152,68,2
20,17,12,-1111,26.5,83.8,25.8,24.2,7384,31.5,2
20,17,12,-1111,26.9,78.5,30.5,22.8,6615,25.7,1
23,21,13,-1111,25.7,79.5,23.8,23.3,10781,64.7,1
9,12,11,-1111,16.4,69.7,20.3,14.8,28198,241,1
1,13,11,10,27.9,78.4,29.2,26.3,292034,85.6,1
33,12,14,-1111,25.8,-1111.1,23.1,27,3845,87.8,2
61,13,-1111,-1111,13.5,-1111.1,-1111.1,19.6,1941,80.4,2
10,25,-1111,23,17,79.5,24.6,23.9,23312,57.7,2
34,17,-1111,-1111,21.7,76.2,29.8,23.3,3686,75.3,2
33,12,14,-1111,22.8,78.8,23.1,35.5,6347,77,1
48,25,-1111,-1111,17,86.8,30.3,15.9,2889,36.4,2
58,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,629,146,2
19,17,-1111,-1111,15.4,78.5,23.2,21.2,4420,98.2,2
27,-2222,-2222,-2222,17.9,80.3,26,27.8,1747,79.1,2
27,-2222,-2222,-2222,14.7,75,19.9,27.9,2827,61.7,2
46,26,16,-1111,12.6,77.7,22,14.9,4324,88.4,2
34,17,-1111,-1111,18.8,75.2,26.8,22.2,4119,41.5,2
56,28,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1283,70.3,1
48,25,-1111,-1111,17.3,85.3,24.6,26.3,3222,54.7,2
19,17,-1111,-1111,20.5,81.6,22.5,20.6,4938,20.4,1
43,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1350,59,2
79,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,484,111.8,1
54,20,-1111,-1111,13.6,-1111.1,-1111.1,-1111.1,1394,93,2
21,14,26,-1111,22.7,79.8,23.4,21.6,5407,86.8,2
10,25,-1111,23,14.5,77.1,21,17.9,27540,76.6,2
38,15,-1111,-1111,-1111.1,-1111.1,-1111.1,15.1,1526,35.7,1
27,-2222,-2222,-2222,17.2,76.8,20.9,18.3,2668,108.1,2
54,20,-1111,-1111,22.2,-1111.1,23.4,19.3,1810,45.1,2
40,12,-1111,-1111,11.6,-1111.1,9.2,17.4,1899,37.4,2
26,-1111,-1111,-1111,21.3,81.7,24.1,25.7,3258,65.7,2
27,-2222,-2222,-2222,14.2,73.4,20.6,26.3,3092,94.3,2
58,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,663,0,2
1,13,11,10,14.8,73.4,18.2,19.2,97558,145,1
57,29,-1111,-1111,16.6,-1111.1,18,23.6,1485,45.1,2
40,12,-1111,-1111,21.3,77.6,29.2,23.2,2602,106,2
47,14,-1111,-1111,20.6,83.2,23.4,26.6,2432,85,2
31,22,-1111,-1111,11.9,76.6,21.4,25,5098,90.1,1
56,28,-1111,-1111,15.5,-1111.1,-1111.1,-1111.1,1126,26.8,2
40,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1663,80.2,2
31,22,-1111,-1111,17.5,80.3,25.2,23.3,4681,114.1,2
81,14,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,565,20.9,2
81,14,-1111,-1111,30.4,82.9,20.7,21.1,1628,71.9,1
54,20,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,603,78.9,2
79,-1111,-1111,-1111,21.8,-1111.1,20.7,15.7,920,98.6,2
79,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,580,67.9,2
57,29,-1111,-1111,18.7,-1111.1,23.3,21,2084,10.9,2
58,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,775,99.2,2
57,29,-1111,-1111,20.5,-1111.1,28,12.3,2394,61.3,2
27,-2222,-2222,-2222,16.4,77.3,25.4,18.2,3148,84.6,2
43,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,882,39.1,2
82,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1127,20.1,2
55,23,-1111,-1111,24.1,-1111.1,24.5,22,2044,109.5,2
57,29,-1111,-1111,24.6,84,25.5,21.9,2104,51.3,2
40,12,-1111,-1111,22.2,86.4,19.8,26.9,2359,81.8,2
31,22,-1111,-1111,20.1,72,24.2,23.8,3807,64,2
26,-1111,-1111,-1111,14.7,72.7,25.8,18.7,3573,74.7,2
56,28,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,981,22.6,2
25,14,-1111,-1111,12.9,72.2,23.5,15.7,2176,87.5,2
55,23,-1111,-1111,14.9,-1111.1,-1111.1,15.4,2722,117,2
43,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,885,14.3,1
12,11,-1111,-1111,14.1,70,21.9,14.6,9345,454.2,1
21,14,26,-1111,23.9,85.9,23.5,19.8,6532,55.5,2
40,12,-1111,-1111,19,-1111.1,-1111.1,20.3,1273,80.8,2
40,12,-1111,-1111,24.7,-1111.1,25.6,25.8,3445,45.6,2
56,28,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,875,53.1,2
31,22,-1111,-1111,24.7,-1111.1,33.2,26,3534,45,2
40,12,-1111,-1111,12.7,-1111.1,-1111.1,12.7,1104,80,2
4,18,12,-1111,17.6,73.6,21.3,20.6,54631,143.5,1
40,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,328,0,2
56,28,-1111,-1111,-1111.1,-1111.1,13.2,-1111.1,1684,49.9,2
40,12,-1111,-1111,16.9,81.4,-1111.1,21.4,1599,29.8,1
17,12,-1111,-1111,15.4,75.7,24.6,23.9,5085,85.3,2
56,28,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,844,126.1,2
38,15,-1111,-1111,13.5,-1111.1,-1111.1,-1111.1,1288,48.5,2
16,11,-1111,-1111,16.9,76.4,18.5,21.5,17425,135.9,1
46,26,16,-1111,13.9,77.5,21,16.1,7736,65.1,2
45,15,-1111,-1111,20.4,76,24.1,17.3,5245,31.8,2
57,29,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1732,32.8,2
12,11,-1111,-1111,16.1,77.1,18.9,18.5,10602,111.5,2
47,14,-1111,-1111,21.7,74.4,16.3,17.2,2688,97.9,2
54,20,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,622,81.4,2
59,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1125,61.8,2
43,15,-1111,-1111,17.4,84.2,29.7,23.8,3627,73.2,2
58,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,450,0,2
57,29,-1111,-1111,13.5,-1111.1,-1111.1,16.9,1874,81.1,2
43,15,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1741,65.9,2
57,29,-1111,-1111,11.2,-1111.1,15,-1111.1,1519,77.6,2
12,11,-1111,-1111,15.1,73.9,20.2,20.2,15546,111.6,1
40,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1723,35.6,2
40,12,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,509,0,1
25,14,-1111,-1111,21.4,72.8,21.5,17.4,4418,62.9,2
45,15,-1111,-1111,16.9,79.9,24.5,24.8,6859,46.1,2
56,28,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1160,76.6,2
53,-1111,14,-1111,30.1,80.5,28.2,25.3,6579,102.8,1
50,12,17,-1111,33.3,74.4,24.1,25.9,4619,42.5,1
75,10,-1111,-1111,29.6,81.8,34.5,25.3,2428,7.4,1
71,12,12,-1111,30.8,87.3,28.4,18.5,3843,61.4,1
67,12,13,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1535,12.7,1
52,15,13,-1111,31.3,82.8,34,21.9,9135,49.2,1
63,-1111,-1111,-1111,36.7,86.4,29.7,28.3,2365,41,2
75,10,-1111,-1111,29.4,86.9,28.9,-1111.1,1876,38.5,1
42,16,21,-1111,34.4,85.1,30,26.4,3426,36.5,1
75,10,-1111,-1111,-1111.1,-1111.1,21.6,22.2,1609,31.3,2
67,12,13,-1111,32.3,-1111.1,-1111.1,12.4,2261,17.4,1
43,15,-1111,-1111,37.9,-1111.1,29.8,17.3,2909,17,1
69,-1111,-1111,-1111,31.1,-1111.1,32.7,21.1,3641,47.1,2
52,15,13,-1111,27.8,83.8,27,26.9,7180,65.5,1
51,21,-1111,-1111,36.7,78.4,35.7,27.1,5527,48,1
69,-1111,-1111,-1111,30.6,85.7,24.6,28.9,3987,29.6,1
46,26,16,-1111,29.6,85.4,24.6,26.2,12967,33.6,2
8,18,13,-1111,31.1,82.1,28.1,22.2,12631,158.5,1
75,10,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1497,35.7,2
42,16,21,-1111,32.6,85.6,31.1,26.2,3006,28.2,2
66,30,12,-1111,-1111.1,-1111.1,-1111.1,-1111.1,1831,30.3,1
69,-1111,-1111,-1111,38,89.6,27,32.1,3612,61.2,2
33,12,14,-1111,31.4,81.1,25.1,30.3,7124,47.1,1
6,-1111,11,-1111,29.5,80.7,26.8,28.5,30029,87.7,1
7,-1111,12,-1111,31.9,81.5,26.1,21.6,40347,118.7,1
68,19,22,-1111,35.5,86,28.9,27.7,6020,66.4,1
68,19,22,-1111,-1111.1,-1111.1,-1111.1,-1111.1,3233,38,1
86,-1111,-1111,-1111,-1111.1,-1111.1,-1111.1,-1111.1,589,0,1
60,-1111,-1111,-1111,37.7,86.6,28.4,23.2,2701,34.2,1
6,-1111,11,-1111,28.1,75.9,26.1,28.2,19173,68.4,1
67,12,13,-1111,35.5,88,28.6,20.9,3479,16.5,2
66,30,12,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2211,31.8,1
68,19,22,-1111,34.4,-1111.1,27.5,21.8,3210,7.6,1
8,18,13,-1111,34.2,84.4,29.9,23,11559,63.5,1
74,12,25,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2105,9.8,1
32,11,15,-1111,20.4,82.3,22.3,21.9,5493,80.8,2
33,12,14,-1111,26,79.7,29.2,27.1,5854,15.7,1
8,18,13,-1111,27,78.6,26.5,24.5,11880,93.2,1
68,19,22,-1111,37.6,84.1,35.5,30.8,2179,29.6,1
76,12,10,-1111,39.1,84.6,29,20.1,4269,22.3,1
20,17,12,-1111,33.1,77.5,25.5,19.7,10268,110.4,1
52,15,13,-1111,49.5,86.3,30.7,25.5,8848,54.9,2
52,15,13,-1111,29.3,88,27.1,27.8,5200,44.2,2
8,18,13,-1111,30.4,80.6,24.3,23,9560,65.1,2
23,21,13,-1111,21,80.8,25.8,16.8,9758,155.4,1
52,15,13,-1111,38.7,80.6,31,34.9,4790,59.4,1
52,15,13,-1111,31.3,80.6,38.6,31.2,5981,8.4,1
33,12,14,-1111,34.6,83.2,28.5,25.4,5625,53,1
76,12,10,-1111,26.2,83.2,31.3,25.3,2163,76.1,2
52,15,13,-1111,36.8,81.9,26.8,26.2,5412,43.5,1
72,14,15,-1111,28.7,82.3,28.3,20.3,3365,26.8,2
66,30,12,-1111,-1111.1,-1111.1,30.3,13.3,3042,24.6,1
53,-1111,14,-1111,24.4,82,21.9,20,7225,60.6,1
52,15,13,-1111,34.5,79.2,26.8,25.7,6920,34,1
52,15,13,-1111,29.7,83.2,28.1,31,9107,32.3,2
66,30,12,-1111,-1111.1,90.1,-1111.1,-1111.1,2218,24.7,1
53,-1111,14,-1111,30.8,84.3,33.5,29.1,7769,58.3,2
39,12,-1111,-1111,42.9,82.7,29.4,24.6,3880,21.3,2
41,-1111,-1111,-1111,34.5,81,25.1,34.2,3556,31.3,1
76,12,10,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2419,21,1
12,11,-1111,-1111,30.2,82.9,26.9,24.2,13533,101.6,1
51,21,-1111,-1111,37.5,-1111.1,31.6,26.2,6251,17.4,1
66,30,12,-1111,-1111.1,-1111.1,-1111.1,8.2,1789,16.8,2
51,21,-1111,-1111,32.7,84.4,27.6,24.7,5107,39.4,1
67,12,13,-1111,38,-1111.1,20.6,28.4,2827,24.9,2
68,19,22,-1111,25,91.4,29,30.9,2342,47.1,1
52,15,13,-1111,35.1,84.8,36.3,25.2,7455,37.1,1
67,12,13,-1111,-1111.1,93.8,-1111.1,21.7,3641,21.1,1
42,16,21,-1111,29.4,89.5,27.6,37.1,3524,33.9,1
65,19,15,-1111,29.6,84.1,32.7,23.1,2917,28.3,1
64,12,-1111,-1111,36.4,76.5,25.1,33.3,2658,36.5,2
66,30,12,-1111,-1111.1,-1111.1,-1111.1,-1111.1,2246,9.7,1
60,-1111,-1111,-1111,33.2,90,24.9,30.8,3529,74.7,2
69,-1111,-1111,-1111,31.1,92,32,23.1,3510,64.7,1
33,12,14,-1111,34.7,80.4,33.5,24.3,8371,75.3,1
8,18,13,-1111,39.5,83,35.7,24.6,14183,54,1
67,12,13,-1111,31.8,86.5,22.9,23.2,3736,28.2,2
71,12,12,-1111,32.8,-1111.1,-1111.1,23.2,1796,29.7,2
66,30,12,-1111,34.2,-1111.1,-1111.1,18,1943,77.9,2
76,12,10,-1111,34.3,-1111.1,38.9,20.3,3244,25.2,1
76,12,10,-1111,36.1,82.6,24.5,25.5,2234,14.9,2
51,21,-1111,-1111,38.8,90.5,33.6,21.7,6373,21.3,1
41,-1111,-1111,-1111,23.8,80.6,20.5,18.2,2586,24.5,1
57,29,-1111,-1111,28.8,80.5,26,19.3,1598,0,1
61,13,-1111,-1111,30.4,89.2,30.1,22.9,702,48,2
40,12,-1111,-1111,32.5,82.6,25.2,22,2893,73.8,2
